model_name,bundle_type,calibration_method,roc_auc,pr_auc,brier_score,log_loss,mean_predicted_default,observed_default_rate,approval_rate,approved_default_rate,expected_profit,realized_profit,profit_per_loan,profit_per_funded_dollar,selected_threshold,selected_count
accepted,accepted,isotonic,0.6943527088707127,0.39574157598573,0.16698874881785117,0.5071557204892138,0.22689857805574082,0.2398916237278031,0.4748860878082017,0.16931199139148564,83875082.24778564,-26783526.602955792,940.1560545181882,0.06756363203910257,0.0,89214
direct_profit,direct_profit,none,,,,,,0.2398916237278031,0.10000319379977005,0.24841645818917338,61771655.61965025,-24096694.95748952,3287.999979754631,0.10771518896847859,2256.517432905267,18787
